Extreme Pinball,,,
Extreme Snowboarding,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
F1 2000,,,
F1 Championship '99,,,
F1 Championship Season 2000,,,
F1 Racing Championship,,,
,,,
F1 World Grand Prix,,,
F1 World Grand Prix 2000,,,
FA Manager,,,
FA Premier League Football Manager 2000,,,
FA Premier League Football Manager 2001,,,
FA Premier League Stars,,,
FA Premier League Stars 2001,,,
Fade to Black,,,
Faire Games: Language Arts,,,
Faire Games: Mathematics,,,
Family Connection Demonstration,,,
Family Card Game Fun Pack,,,
Family Feud,,,
Family Game Pack,,,
Fantastic Four,,,
Farland Saga,,,
Farland Story: Yottsu no Fuuin,,,
Fatal Fury: Wild Ambition,,,
Fear Effect,,,
Fear Effect 2: Retro Helix,,,
FEDA 2: White Surge the Platoon,,,
Felony 11-79,,,
FIFA 96,,,
FIFA 97,,,
FIFA 98,,,
FIFA Road To World Cup 98,,,
FIFA 99,,,
FIFA 2000,,,1999
FIFA 2001,,,30 de octubre de 2000
The Fifth Element,,,
Fighter Maker,,,
Fighter's Impact,,,
Fighting Force,,,
Fighting Force 2,,,
Final Doom,id Software,,19962 de octubre de 1997
Final Fantasy Origins,,,
Final Fantasy Anthology,,,
Final Fantasy VI,,,
Final Fantasy VII,"Square Co., Ltd.","Square Co., Ltd.",
Final Fantasy VII International,,,
Final Fantasy VIII,"Square Co., Ltd.","Square Co., Ltd.",
Final Fantasy IX,,,
Final Fantasy Chronicles,,,
Final Fantasy Collection,,,
Final Fantasy Tactics,,,
The Final Round,,,
Fire ProWrestling G,,,
Firebugs,,,
Firestorm Thunderhawk 2,,,
Firo and Klawd,,,
First Kiss Story,,,
Fisherman's Bait,,,
Fisherman's Bait 2: Big Ol' Bass,,,
Fisherman's Bait 3,,,
Fisherman's Bait: A Bass Challenge,,,
Fist of the North Star,,,
Flintstones Bedrock Bowling,,,
Floating Runner,,,
Fluid,,,
Football Madness,,,
Ford Racing,,,
Ford Truck Mania,,,
Formation Soccer '97: The Road To France,,,
Formula 1 97,,,
Formula 1 98,,,
Formula GP,,,
Formula Karts Special Edition,,,
Fórmula Nippon,,,
Formula One,,,
Formula One 99,,,
Formula One 2000,,,
Formula One 2001,,,
Formula One Arcade,,,
Forsaken,Probe Entertainment,Acclaim Entertainment,30 de abril de 1998 /1999 /3 de junio de 1998
Fox Hunt,,,
FoxKids.com Micro Maniacs,,,
Fox Sports Gold '99,,,
Fox Sports Golf '99,,,
Fox Sports NBA Basketball 2000,,,
Fox Sports Soccer '99,,,
Frank Herbert's Dune,,,
Frank Thomas Big Hurt Baseball,,,
Freestyle Boardin' '99,,,
Freestyle Motocross: McGrath vs. Pastrana,,,
Freestyle Scooter,,,
Frenzy!,,,
Frogger,,,
Frogger 2: Swampy's Revenge,,,
From TV Animation: One Piece Grand Battle!,,,
Front Mission 1st,,,
Front Mission Second),,,
Front Mission 3,,,
Front Mission Alternative,,,
Future Cop: LAPD,Electronic Arts,Electronic Arts,
Future Cop L.A.P.D. 2100,,,
Future Racer,,,
Fuun Gokuu Ninden,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
G-Darius,,,
G-Police,,,
G-Police 2: Weapons of Justice,,,
Gaia Master,,,
Galaga: Destination Earth,,,
Galaxian^3,,,
Galaxy Fraulein Yuna: Final Edition,,,
Galerians,,,
Gallop Racer,,,
Gallop Racer (JP),,,
The Game of Life,,,
Gamera 2000,,,
Ganbare Goemon Uchukaizoku Akogingu,,,
Ganbare Goemon! Kuranarakoi! Ayashigeikka no Kuroikage,,,
Gatekeepers,,,
Gauntlet Legends,,,
Gekido,,,
Gekioh: Shooting King,,,
Gekioh: Shooting King Shienru,,,
Genei Tougi: Shadow Struggle,,,
George Graham's Player Manager 99,,,
Gerry López Surf Riders,,,
Getter Robo Daikessen!,,,
Gex,,,16 de noviembre de 1994)
Gex: Deep Cover Gecko,,,1 de marzo de 1999
Gex: Enter the Gecko,,,1998
Ghost in the Shell,,,
Ghoul Panic,,,
Glover,Interactive Studios,Hasbro Interactive,
Goal Storm,,,
Goal Storm '97,,,
Goiken Muyou II,,,
Gokujou Parodius da! Deluxe Pack,,,
Gold and Glory: The Road to El Dorado,,,
Golden Goal,,,
Golden Nugget,,,
Goldie,,,
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,,,
GP Challenge,,,
Gradius Deluxe Pack,,,
Gradius Gaiden,,,
Gran Turismo,Sony,Polyphony Digital,30 de abril de 1998
Gran Turismo & Motor Toon Grand Prix 2 Twin Pack,,,
Gran Turismo 2,,,
Grand Slam 97,,,
Grand Theft Auto,DMA Design,BMG InteractiveASC Games,
Grand Theft Auto 2,DMA Design,Rockstar Games,
Grand Theft Auto Compilation,,,
Grand Theft Auto Collectors Edition,,,17 de abril de 2004
Grand Theft Auto: London 1969,,,
Grand Theft Auto: The Director's Cut,,,
Grand Tour Racing '98,,,
Grandia,,,
The Granstream Saga,Shade,JPNSCEINATHQPALARC Entertainment,JPN6 de noviembre de 1997NA30 de junio de 1998PAL26 de febrero de 1999
Grid Runner,,,
The Grinch,,,
Grind Session,,,
Growlanser,,,
Grudge Warriors,,,
Guardian of Darkness,,,
Guardian's Crusade,,,
Gubble,,,
Guilty Gear,,,
GuitarFreaks,,,
GuitarFreaks Append: 2nd Mix,,,
Gunbird(Mobile Light Forceen Europa),,,
Gundam 0079: The War For Earth,,,
Gundam Battle Assault,,,
Gundam Battle Assault 2,,,
Gundam: Char's Counterattack,,,
Gundam: The Battle Master,,,
Gunfighter: The Legend of Jesse James,,,
Gungage,,,
GUNNM Martian Memory,,,
Gunship,,,
"Guntu Western Front June, 1944",,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
Hai-Shin 2,,,
Half Life,,,
Hardball '99,,,
Hardball 5,,,
Hard Boiled,,,
Hard Edge,,,
Hardcore 4x4,,,
Harmful Park[3],Sky Think Systems,Sky Think Systems,14 de febrero de 1997
Harry Potter y la cámara secreta,,EA Games,
Harry Potter y la piedra filosofal,,,
Harukaze Sentai V-Force,,,
Harvest Moon: Back To Nature,Victor Interactive Software,"Natsume Co., Ltd",
Haunted Junction: Seitokai Badge wo Oe!,,,
HBO Boxing,,,
Head to Toe 1,,,
Head to Toe 2,,,
Head to Toe 3,,,
Head to Toe 4,,,
Heart of Darkness,,,
Heaven's Gate,,,
Hellboy: Asylum Seeker,,,
Hell Night,,,
Hello Kitty's Cube Frenzy,,,
Hello Kitty: Cute de Cute,,,
Help,,,
Help 2001,,,
Herc's Adventures,,,
Hermie Hopperhead,Sony Computer Entertainment,Hudson Soft,14 de diciembre de 1995
Hermie Hopperhead: Especial Edition,Sony Computer Entertainment,"Yuke, ltd",20 de octubre de 2010
HeXen,,,
Hi-Octane,,,
Hidden and Dangerous,,,
High Heat Baseball 2000,,,
High Heat Major League Baseball 2002,,,
The Hive,,,
Hogs of War,,,
Hogs of War & Worms Twin Pack,,,
Hokuto no Ken,,,
Hokuto no Ken: Seiki Matsukyu Seishi Densetsu,,,
The Hoobs,,,
Hooters Road Trip,,,
Hoshigami: Ruining Blue Earth,,,
Hot Shot,,,
Hot Shots Golf,,,
Hot Shots Golf 2,,,
Hot Wheels: Extreme Racing,,,
Hot Wheels: Turbo Racing,,,
Hugo,ITE Media ApS,ITE Media ApS,
Hugo: Black Diamond Fever,,,
Hugo: The Evil Mirror,,,
Hugo: Frog Fighter,,,
Hugo 2,ITE Media ApS,ITE Media ApS,
Hugo 3D,,,
Hunchback of Notre Dame,,,
The Hunter,,,
Hunter X Hunter: Maboroshi no Greed Island,,,
Hunter X Hunter: Ubawareta Aura Stone,,,
Hyakujuu Sentai GaoRanger,,,
Hybrid,,,
Hydro Thunder,Midway,Midway,
Hyouryuu Ki: The Reportage Beyond the Sea,,,
Hyper Formation Soccer,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
IHRA Drag Racing,,,
Image Fight and X-Multiply,,,
Imodoki no Vampire: Bloody Bride,,,
Impact Racing,,,
In Cold Blood,,,
Incredible Crisis,,,
The Incredible Hulk: The Pantheon Saga,,,
Independence Day,,,
Indy 500,,,
Infestation,,,
Initial D,,,
Inspector Gadget: Gadget's Crazy Crisis,,,
Inspector Gadget: Gadget's Crazy Maze,,,
Intelligent Qube,,,
Intellivision Classic Games,,,
International Cricket Captain 2000,,,
International Cricket Captain 2001 Ashes Edition,,,
International Cricket Captain 2002,,,
International Moto X,,,
International Rally,,,
International Superstar Soccer Deluxe,Konami,Konami,
International Superstar Soccer,,,
International Superstar Soccer '98,,,
International Track & Field,,,
International Track & Field 2,,,
International Track & Field 2000,,,
In the Hunt,,,
InuYasha: A Feudal Fairy Tale,,,
Invasion,,,
Invasion from Beyond,,,
Iron and Blood,,,
Iron Man and X-O Manowar in Heavy Metal,,,
Iron Soldier 3,,,
Irritating Stick,,,
ISS Pro,,,
ISS Pro 98,,,
ISS Pro Evolution,,,
ISS Pro Evolution 2,,,
The Italian Job,,,
Iznogoud,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
J's Racing,,,
Jackie Chan Stuntmaster,Radical Entertainment,Sony,29 de marzo de 2000
Jade Cocoon: Story of Tamamayu,Genki,Crave EntertainmentUbisoft,3 de diciembre de 199829 de julio de 199927 de abril de 2001
James Bond: 007 Racing[4],Eutechnyx,Electronic Arts,20 de noviembre de 200020 de diciembre de 2000
James Bond: Tomorrow Never Dies[5],Black Ops Entertainment,Electronic Arts,17 de noviembre de 199910 de febrero de 200022 de septiembre de 2000
James Bond: 007 Twin Pack Tomorrow Never Dies & The World Is Not Enough[6],Black Ops Entertainment,Electronic Arts,13 de septiembre de 2002
James Bond 007: The World is Not EnoughNeoseeker,Black Ops Entertainment,Electronic Arts,18 de octubre de 2000
Jarrett & Labonte Stock Car Racing,Codemasters,Codemasters,
Jeanette Lee's Virtual Pool,,,
Jeff Gordon XS Racing,,,
Jeff Wayne's War of the Worlds,,,
Jeopardy!,,,
Jeopardy! 2,,,
Jeremy McGrath Supercross '98,,,
Jeremy McGrath Supercross 2000,Acclaim Entertainment,Acclaim Entertainment,28 de febrero de 20002000
Jersey Devil,A2M,Sony,diciembre de 199731 de mayo de 199824 de junio de 1999
Jet Ace,,,
Jet Moto,SingleTracLocomotive Games,Sony,2000
Jet Moto 2,,,
Jet Moto 3,,,
Jet Racer,,,
Jet Rider,,,
JGTC: All-Japan Grand Touring Car Championship,,,
Jigsaw Madness,,,
Jikkyou American Baseball,,,
Jikkyou Oshaberi Parodius: Forever With Me,,,
Jimmy Johnson VR Football,,,
Jimmy Johnson VR Football '98,,,
Jimmy White's Cue Ball 2,,,
Jingle Cats,,,
Jinx,,,
J-League Jikkyou Winning Eleven 2000,,,
J-League Winning Eleven 3,,,
J-League Winning Eleven '97,,,
J-League Winning Eleven '98-'99,,,
JoJo's Bizarre Adventure,,,
Johnny Bazookatone,,,
Jonah Lomu Rugby,Codemasters,Rage Software,31 de marzo de 1997
Jonah Lomu Rugby & Brian Lara Cricket Twin Pack,,,
Judge Dredd,,,
Juggernaut,,,
Jumping Flash!,Exact,Sony,199528 de abril de 19951 de octubre de 1995
Jumping Flash! 2,Exact,Sony,26 de abril de 199631 de agosto de 19961 de octubre de 1996
JumpStart Wildlife Safari Field Trip,,,
The Jungle Book,,,
Jungle Book: Rhythm N'Groove,,,
Junior Sports Football,,,
Jupiter Strike,,,
Jurassic Park: The Lost World,,,
Jurassic Park: Warpath,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
K-1 The Arena Fighters,,,
K-1 Grand Prix,,,
K-1 Revenge,,,
K9.5: Live in Airedale,,,
K9.5: The Hollywood Premiere,,,
K9.5: The Tail-Wag Tour,,,
K9.5: We are the Dogs,,,
K9.5: WebTunes,,,
Kaettekita Cyborg Kuro-Chan,,,
Kagero: Deception 2,Tecmo,TecmoVirgin Interactive,23 de julio de 199830 de septiembre de 199810 de septiembre de 1999
Kamen Rider,,,
Kamen Rider Agito,,,
Kamen Rider Kūga,,,
Kamen Rider: The Bike Race,,,
Kart Challenge,,,
Kartia: World of Fate,,,
Kattobi Tune,,,
Kaze no Notam,,,
KazMania: Chaos in KazMania,,,
KazMania: Trail of Gems,,,
Kekkon ~Marriage~,,,
Kensei: Sacred Fist,,,
Kickboxing Knockout,,,
Kidou Keisatsu Patlabor: Game Edition,,,
Kidou Senshi Gundam: Giren no Yabou- Zeon no Keifu,,,
Kileak: The Blood,,,
Kileak: The DNA Imperative,,,
Killer Loop,,,
Killing Zone,,,
King of Bowling 2,,,
King of Bowling 3,,,
The King of Fighters '95,SNK,SNK,25 de julio de 1995
The King of Fighters '96,SNK,SNK,30 de julio de 1996
The King of Fighters '97,SNK,SNK,28 de julio de 1997
The King of Fighters '98,SNK,SNK,23 de julio de 1998
The King of Fighters '99,SNK,SNK,22 de julio de 1999
The King of Fighters: Kyo,,,
Kingsley,,,
Kingsley's Adventure,,,
King's Field,,,
King's Field II,,,
King's Field: The Ancient City,,,
Kirikou,,,
KISS Pinball,,,
Kisetsu wo Dakishimete,,,
Kitchen Panic,,,
KKND Krossfire,Krome Studios Melbourne,Krome Studios Melbourne,31 de octubre de 1998
Klonoa: Door to Phantomile,Namco,Namco,11 de julio de 1997marzo de 19985 de junio de 1998
Klonoa Beach Volleyball,Namco,Namco,2002
Knockout Kings 99,,,
Knockout Kings 2000,,,
Knockout Kings 2001,,,
Konami Antiques MSX Collection Vol.1,,,
Konami Arcade Classics,Konami,Konami,1999
Konami Open Golf,,,
Kotetsu Reiki: Steeldom,,,
Kotobuki Grand Prix,,,
Koudelka,Sacnoth,SNKInfogrames,16 de diciembre de 199929 de junio de 200029 de septiembre de 2000
Krazy Ivan,,,
Kula World,,,
Kuroi Hitomi no Noir: Cielgris Fantasm (Noir Yuex Noire),,,
Kurt Warner's Arena Football Unleashed,,,
Kururin Pa!,,,
Kurushi,,,
Kurushi Final,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
Lagnacure,,,
The Land Before Time: Big Water Adventure,,,
The Land Before Time: Great Valley Racing Adventure,,,
The Land Before Time: Return to Great Valley,,,
Land Maker,,,
Langrisser I & II,,,
Largo Winch .//Commando Sar,,,
Las Vegas Casino,,,
The Last Blade,,,
Last Report,,,
Le Mans 24 Hours,,,
Legacy of Kain: Soul Reaver,,,
Legend,,,
The Legend of Dragoon,,,
Legend of Kartia,,,
Legend of Legaia,,,
Legend of Mana,,,
Legend Of Mulan,,,
Legend of Pocahontas,,,
Lego Island 2: The Brickster's Revenge,,,
Lego Racers,,,
Lego Rock Raiders,,,
Lego Stunt Rally,,,
Lemmings & Oh No More Lemmings,,,
Lethal Enforcers I & II,,,
Libero Grande,,,
Libero Grande International,,,
Lifeforce Tenka,,,
Lightning Legend,,,
Linda Cube Again,,,
Lion And The King,,,
Lion And The King 2,,,
Liquid Books: Amrita's Tree Credito and the Coyote,,,
Liquid Books: Far-Fetched Frontier Tales,,,
Liquid Books: Lety's Favorite Stories,,,
Liquid Books: Pop-Out Prose,,,
Liquid Books: The Adventures of Adelita and Bo,,,
Liquid Books: The Wandering Path,,,
Livewire,,,
LMA Manager,,,
LMA Manager 2001,,,
LMA Manager 2001 English Pack,,,
LMA Manager 2002,,,
Loaded,,,
Lode Runner,,,
Lode Runner Extra,,,
Lode Runner: The Legend Returns,,,
Lomax in Lemmingland,,,
London Racer,,,
London Racer II,,,
Lone Soldier,,,
Looney Tunes Racing,,,
Looney Tunes: Sheep Raider,,,
Lord of the Jungle,,,
Lost Vikings 2,,,
The Lost World: Special Edition,,,
Louvre,,,
Love and Destroy,,,
LSD: Dream Emulator,Asmik Ace Entertainment,,22 de octubre de 1998
Lucifer Ring,,,
Lucky Luke,,,
Lucky Luke: Western Fever,,,
Lunar: Silver Star Story Complete,,,
Lunar 2: Eternal Blue Complete,,,
Lupin III: Chateau de Cagliostro Saikai,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
M&Ms - Shell Shocked,,,
Machine Head,,,
Machine Hunter,,,
Macross Digital Mission VF-X,,,
Macross Plus Game Edition,,,
Macross VF-X 2,,,
Mad Stalker: Full Metal Force,,,
Madden NFL 97,,,
Madden NFL 98,,,
Madden NFL 99,,,
Madden NFL 2000,,,
Madden NFL 2001,,,
Madden NFL 2002,,,
Madden NFL 2003,,,
Madden NFL 2004,,,
Madden NFL 2005,,,
The Maestromusic,,,
The Maestromusic: Christmas Edition,,,
The Maestromusic: Encore,,,
Magic Carpet,,,
Magic: The Gathering: Battlemage,,,
Magical Drop III,,,
Magical Drop F,,,
Major League Baseball 98,,,
Major League Baseball 99,,,
Major League Baseball 2000,,,
Major League Baseball 2001,,,
Major League Baseball 2002,,,
Major League Baseball 2003,,,
Major League Baseball 2004,,,
Major League Baseball 2005,,,
Major League Baseball Bottom of the 9th 99,,,
Makeruna! Makendo 2,,,
Marble Master,,,
March Madness 98,,,
Mars Moose Cosmic Quest 1: City Sights,,,
Mars Moose Cosmic Quest 2: Fairy Tale Island,,,
Mars Moose Cosmic Quest 3: Race Through France,,,
Mars Moose Stay & Play 1: In the Clubhouse,,,
Mars Moose Stay & Play 2: In Mars' Bedroom,,,
Mars Moose Stay & Play 3: In Lonnie's Classroom,,,
Mars Moose Walkabout 1: The Natural History Museum,,,
Mars Moose Walkabout 2: The Shakespeare Festival,,,
Mars Moose Walkabout 3: World Sports Day,,,
Martial Beat,,,
Martial Beat 2,,,
Martian Gothic: Unification,,,
Marvel Super Heroes,,,
Marvel Super Heroes vs. Street Fighter,,,
Marvel vs. Capcom EX,,,
Mary-Kate and Ashley: Crush Course,,,
Mary-Kate and Ashley: Magical Mystery Mall,,,
Mary-Kate and Ashley: Winner's Circle,,,
Mary King Riding Star,,,
Mass Destruction,,,
Master of Monsters: Disciples of Gaia,,,
Math Gallery Collection 1,,,
Math Gallery Collection 2,,,
Math on the Move!: Addition/Subtraction Advanced,,,
Math on the Move!: Addition/Subtraction Intermediate,,,
Math on the Move!: Multiplication/Division Advanced,,,
Math on the Move!: Multiplication/Division Intermediate,,,
Matt Hoffman's Pro BMX,,,
Max Power Racing,,,
Max Surfing 2000,,,
Maximum Force,,,
McGrath Vs. Pastrana Freestyle Motocross,,,
MDK,,,
MechWarrior 2,,,
Medal of Honor,,,
Medal of Honor: Underground,,,
Medal Of Honor & Medal Of Honor: Underground Twin Pack,,,
MediEvil,,Sony,
MediEvil 2,,,
Mega Man 8(Rockman 8en Japón),,,
Mega Man 8 Anniversary Collector's Edition,,,
Mega Man Battle and Chase,,,
Mega Man Legends(Rockman DASHen Japón),,,
Mega Man Legends 2(Rockman DASH 2en Japón),,,
Mega Man X3,,,
Mega Man X4(Rockman X4en Japón),,,
Mega Man X5(Rockman X5en Japón),,,
Mega Man X6(Rockman X6en Japón),,,
Megatudo 2096,,,
Memories Off,,,
Men In Black: The Game,,,
Men In Black - The Series: Crashdown,,,
Metal Fist,,,
Metal Gear Solid,Konami,Konami,
Metal Gear Solid: Integral,Konami,Konami,
Metal Gear Solid Twin Pack,Konami,Konami,
Metal Gear Solid: VR Missions,Konami,Konami,
Metal Slug,,,
Metal Slug X,,,
Michael Owen's WLS 99,,,
Michael Schumacher Racing World Kart 2002,,,
Michelin Rally Masters: Race of Champions,,,
Mickey's Wild Adventure,,,
Micro Machines V3,,,
Micro Maniacs,,,
Midnight In Vegas,,,
Midnight Run,,,
Mighty Hits Special,,,
Mike Tyson Boxing,,,
Millie Miglia,,,
Millennium Soldier: Expendable,,,
MiniMoni: Shaker and Tambourine! Dapyon!,,,
Miracle Space Race,,,
The Misadventures of Tron Bonne,,,
Miss Spider's Tea Party,,,
Missile Command,,,
The Mission,,,
Mission: Impossible,,,
Mitsumete Knight,,,
Mitsumete Knight R Daibouken hen,,,
Mix TV Presents: Eminem,,,
MLB 98,,,
MLB 99,,,
MLB 2000,,,
MLB 2001,,,
MLB 2002,,,
MLB 2003,,,
MLB 2005,,,
MLB Pennant Race,,,
Mobil 1: Rally Championship,,,
Mobile Armor,,,
Mobile Light Force,,,
Mobile Suit Gundam: Perfect One Year War,,,
Mobile Suit Z-Gundam,,,
Moho,,,
Mona & Moki: Drive Me Wild,,,
Mona & Moki: Drive Me Wilder,,,
Monaco Grand Prix Racing Simulation,,,
Monkey Hero,,,
Monkey Magic,,,
Monopoly,,,
Monster Bass!,,,
Monster Force,,,
Monster Racer,,,
Monster Hunter Freedom,Capcom,Capcom,
Monster Hunter Freedom 2,Capcom,Capcom,
Monster Rancher,,,
Monster Rancher 2,,,
Monster Rancher Battle Card: Episode II,,,
Monster Rancher Hop-A-Bout,,,
Monster Seed,,,
Monte Carlo Games Compendium,,,
Moon,,,
Mort the Chicken,,,
Mortal Kombat II,,,
Mortal Kombat 3,,,
Mortal Kombat 4,,,
Mortal Kombat Mythologies: Sub-Zero,,,
Mortal Kombat: Special Forces,,,
Mortal Kombat Trilogy,,,
Moses Prince Of Egypt,,,
Moto Racer,,,
Moto Racer 2,,,
Moto Racer 3: World Tour,,,
Motocross Mania,,,
Motocross Mania 2,,,
Motor Toon Grand Prix,,,
Motor Toon Grand Prix 2,,,
Motorhead,,,
Motormash,,,
Motteke Tamago with Ganbare Kamonohasi,,,
Mr. Domino,,,
Mr. Driller,,,
Mr. Driller G,,,
Ms. Pac-Man Maze Madness,,,
MTB Dirt Cross,,,
MTV Celebrity Deathmatch,,,
MTV Sports: Pure Ride,,,
MTV Sports: Skateboarding featuring Andy MacDonald,,,
MTV Sports: Snowboarding,,,
MTV Sports: T.J. Lavin's Ultimate BMX,,,
The Mummy,,,
Muppet Monster Adventure,,,
Muppet Race Mania,,,
Music,Jester Interactive,Codemasters,
Music 2000,Jester Interactive,Codemasters,
My Disney Kitchen,,,
Myst,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
N.GEN Racing,,,
N2O: Nitrous Oxide,,,
Nagano Winter Olympics 98,,,
Namco Museum Encore,,,
NAMCO Museum Vol. 1,Namco,Namco,
NAMCO Museum Vol. 2,Namco,Namco,
NAMCO Museum Vol. 3,Namco,Namco,
NAMCO Museum Vol. 4,Namco,Namco,
NAMCO Museum Vol. 5,Namco,Namco,
Nanotek Warrior,,,
Naruto: Shinobi no Sato no Jintori Kassen,,,
NASCAR 98,,,
NASCAR 99,,,
NASCAR 2000,,,
NASCAR 2001,,,
NASCAR Heat,,,
NASCAR Racers,,,
NASCAR Racing,,,
NASCAR Rumble,,,
NASCAR Thunder 2002,,,
NASCAR Thunder 2003,,,
NASCAR Thunder 2004,,,
NBA Fastbreak 98,,,
NBA Hangtime,,,
NBA Hoopz,,,
NBA In the Zone,,,
NBA In the Zone 2,,,
NBA In the Zone 98,,,
NBA In the Zone 99,,,
NBA In the Zone 2000,,,
NBA Jam Extreme,,,
NBA Jam Tournament Edition,,,
NBA Live 96,,,
NBA Live 97,,,
NBA Live 98,,,
NBA Live 99,,,
NBA Live 2000,,,
NBA Live 2001,,,
NBA Live 2002,,,
NBA Live 2003,,,
NBA Pro 98,,,
NBA Pro 99,,,
NBA ShootOut 97,,,
NBA ShootOut 98,,,
NBA ShootOut 2000,,,
NBA ShootOut 2001,,,
NBA ShootOut 2002,,,
NBA ShootOut 2003,,,
NBA ShootOut 2004,,,
NBA Showtime: NBA on NBC,,,
NBA Tonight,,,
NCAA 99,,,
NCAA Basketball Final Four 97,,,
NCAA Final Four 99,,,
NCAA Final Four 2000,,,
NCAA Final Four 2001,,,
NCAA Football 98,,,
NCAA Football 99,,,
NCAA Football 2000,,,
NCAA Football 2001,,,
NCAA Gamebreaker,,,
NCAA Gamebreaker 98,,,
NCAA Gamebreaker 99,,,
NCAA Gamebreaker 2000,,,
NCAA Gamebreaker 2001,,,
NCAA March Madness 98,,,
NCAA March Madness 99,,,
NCAA March Madness 2000,,,
NCAA March Madness 2001,,,
Necronomicon - The Dawning Of Darkness,,,
Nectaris: Military Madness,,,
The Need for Speed,,,
Need for Speed II,,,
Need for Speed III: Hot Pursuit,,,
Need for Speed: High Stakes,,,
Need for Speed 4: Road Challenge,,,
Need for Speed 5: Porsche 2000,,,
Need for Speed 5: Porsche 2000 & Moto Racer 2 Twin Pack,,,
Need for Speed: Porsche Unleashed,,,
Need for Speed: V-Rally,,,
Need for Speed: V-Rally 2,,,
New Japan Pro Wrestling: Toukon Retsuden,,,
Newman/Haas Racing,,,
The Next Tetris,,,
NFL Blitz,,,
NFL Blitz 2000,,,
NFL Blitz 2001,,,
NFL Full Contact,,,
NFL Gameday,,,
NFL Gameday 98,,,
NFL Gameday 99,,,
NFL Gameday 2000,,,
NFL Gameday 2001,,,
NFL Gameday 2002,,,
NFL Gameday 2003,,,
NFL Gameday 2004,,,
NFL Gameday 2005,,,
NFL Quarterback Club 97,,,
NFL Xtreme,,,
NFL Xtreme 2,,,
N-Gauge Unten Kibun Game: Gatan Goton,,,
NHL 96,,,
NHL 97,,,
NHL 98,,,
NHL 99,,,
NHL 2000,,,
NHL 2001,,,
NHL Blades of Steel 2000,,,
NHL Breakaway 98,,,
NHL Championship 2000,,,
NHL Faceoff,,,
NHL Faceoff 97,,,
NHL Faceoff 98,,,
NHL Faceoff 99,,,
NHL Faceoff 2000,,,
NHL Faceoff 2001,,,
NHL Hockey 97,,,
NHL Open Ice,,,
NHL Powerplay 96,,,
NHL Powerplay 98,,,
NHL Rock the Rink,,,
Nice Cats,,,
Nicktoons Racing,,,
Nightmare Creatures,,,
Nightmare Creatures II,,,
Ninja Jaja Marukun: Onikiri Ninpoucho,,,
Ninja: Shadow of Darkness,,,
Ninpu Sentai Harikenger,,,
Nitoshinden,,,
No Fear Downhill Mountain Biking,,,
No One Can Stop Mr. Domino!,,,
Noddy's Magical Adventure,,,
NOel: Not Digital,,,
Noon,,,
Norse By Norsewest,,,
Novastorm,,,
Nuclear Strike,,,
NuPa: Numeric Paint Puzzle,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
Obee: Tale of the Circus,,,
Ocean's Dream,,,
Oddworld: Abe's Exoddus,Oddworld Inhabitants,GT Interactive,
Oddworld: Abe's Oddysee,Oddworld Inhabitants,GT Interactive,
O.D.T.,,,
Off-World Interceptor Extreme,,,
Ogre Battle,,,
Oha Star Dance Dance Revolution,,,
Ojyousama Express,,,
Olympic Soccer,,,
Olympic Summer Games,,,
Omega Assualt,,,
Omega Boost,,,
Omikron,,,
One,,,
One on One,,,
One Piece Grand Battle 2,,,
One Piece Mansion,,,
Option Tuning Car Battle,,,
Option Tuning Car Battle 2,,,
Ore no Ryori,,,
OverBlood,,,
OverBlood 2,,,
Overboard,Psygnosis,Psygnosis,
Over Drivin' Skyline Memorial,,,
Nombre del Juego Inglés / Español,Creador,Publicador,Fecha de Salida
P.K.'s Math Studio,,,
P.K.'s Place: Carlos at the Races,,,
P.K.'s Place: Daphne and the Seventh Wonder,,,
P.K.'s Place: Hoopo the Seal,,,
P.K.'s Place: Party on the Patio,,,
PacaPaca Passion,,,
Pac-Man World,Namco,Namco,1999
Pajama Sam,,,
Pajama Sam: You Are What You Eat From Your Head To Your Feet,,,
PAL: Shinken Densetsu,,,
Pandemonium,Crystal Dynamics,,
Pandemonium 2,,,
Panzer Bandit,,,
Panzer Front,,,
Panzer Front bis.,,,
Panzer General,SSI,SSI,1995
Panzer General Assault,,,
Paperboy,,,
Paradise Casino,,,
PaRappa the Rapper,NaNaOn-Sha,SCEI,
Parasite Eve,,,
Parasite Eve II,,,
Parodius,,,
Paro Wars,,,
Patriotic Pinball,,,
Pax Corpus,,,
Peak Performance,,,
Penny Racers,,,
Pepe la historia de un pepino,,,
Pepsiman,KID,KID,1999
Perfect Assassin,,,
Perfect Performer: The Yellow Monkey,,,
Perfect Weapon,,,
Persona,,,
